# X , Y , E
3
550.569,0.563752,0.0264002
551.058,0.546047,0.0262859
551.547,0.53557,0.0250977
552.036,0.499977,0.024604
552.526,0.486526,0.0240366
553.016,0.511854,0.0245371
553.507,0.538728,0.0247783
553.998,0.512859,0.0243114
554.489,0.497953,0.0240559
554.981,0.496996,0.0238946
555.473,0.505197,0.024046
555.966,0.51767,0.0241358
556.459,0.480249,0.0234814
556.953,0.500749,0.0238154
557.447,0.478796,0.0232317
557.942,0.488272,0.0231863
558.436,0.475194,0.0228039
558.932,0.493521,0.0231577
559.428,0.505503,0.0232639
559.924,0.48624,0.022923
560.421,0.477265,0.0224815
560.918,0.507774,0.0233554
561.416,0.513123,0.0230545
561.914,0.502025,0.022579
562.412,0.49713,0.0225827
562.911,0.492406,0.0223294
563.41,0.500742,0.0223966
563.91,0.489044,0.0225515
564.41,0.470715,0.0220246
564.911,0.479561,0.0220472
565.412,0.471331,0.0215137
565.914,0.489195,0.0219825
566.416,0.462943,0.0215136
566.918,0.522554,0.0225089
567.421,0.462702,0.0210365
567.925,0.483265,0.0214047
568.429,0.485488,0.0215366
568.933,0.492941,0.0215463
569.437,0.490923,0.0214268
569.943,0.490673,0.0214128
570.448,0.456622,0.0205957
570.954,0.479515,0.0210696
571.461,0.484197,0.0210717
571.968,0.50432,0.02146
572.475,0.485551,0.0209561
572.983,0.464083,0.0205174
573.491,0.492037,0.0210985
574,0.490371,0.0209595
574.509,0.465213,0.0201789
575.019,0.504121,0.0209441
575.529,0.51422,0.0211458
576.04,0.512362,0.0210092
576.551,0.461089,0.0198985
577.062,0.46615,0.0199515
577.574,0.516916,0.0208728
578.087,0.507929,0.0206965
578.599,0.467131,0.019835
579.113,0.476887,0.0199042
579.626,0.489097,0.0200304
580.141,0.504369,0.0204204
580.655,0.485917,0.0200339
581.17,0.453644,0.0194466
581.686,0.470643,0.0194037
582.202,0.474925,0.0196355
582.718,0.471117,0.019421
583.235,0.463066,0.0190059
583.753,0.452553,0.0187566
584.271,0.486991,0.0198095
584.789,0.459467,0.0189879
585.308,0.482442,0.0194526
585.827,0.486784,0.0192296
586.347,0.459398,0.0187552
586.867,0.447204,0.0183893
587.387,0.48049,0.0190309
587.909,0.480293,0.019077
588.43,0.453906,0.018658
588.952,0.457098,0.0183287
589.475,0.484435,0.0189886
589.998,0.476324,0.0188049
590.521,0.451289,0.0182868
591.045,0.449545,0.0181996
591.569,0.482207,0.0186809
592.094,0.450269,0.0180375
592.619,0.427754,0.0177221
593.145,0.434609,0.0176007
593.671,0.446922,0.0177436
594.198,0.466938,0.0179459
594.725,0.441914,0.0175212
595.253,0.446132,0.0176323
595.781,0.446983,0.0175105
596.309,0.457391,0.0175692
596.838,0.445281,0.0174599
597.368,0.461749,0.0177558
597.898,0.443094,0.0173849
598.428,0.45446,0.0177952
598.959,0.431033,0.0170115
599.49,0.404112,0.0164017
600.022,0.447748,0.017182
600.554,0.432996,0.0168946
601.087,0.453443,0.0173058
601.62,0.440891,0.016999
602.154,0.399441,0.0163029
602.688,0.421623,0.0166048
603.223,0.424033,0.0164785
603.758,0.428362,0.0165387
604.294,0.421338,0.0162742
604.83,0.412742,0.0162189
605.366,0.439436,0.0166265
605.903,0.427424,0.0164838
606.441,0.437637,0.0165175
606.979,0.428476,0.0162112
607.517,0.409008,0.0160896
608.056,0.380825,0.0153492
608.596,0.421082,0.0159863
609.136,0.438858,0.0162732
609.676,0.414909,0.0157617
610.217,0.430591,0.0161354
610.758,0.441026,0.0162749
611.3,0.451827,0.0162956
611.842,0.423125,0.0157485
612.385,0.432952,0.015916
612.928,0.412902,0.0157527
613.472,0.421256,0.015693
614.016,0.425038,0.0156888
614.561,0.45624,0.0161261
615.106,0.414105,0.0153112
615.652,0.442783,0.0158111
616.198,0.427406,0.0155439
616.745,0.425996,0.0152985
617.292,0.411501,0.0152205
617.839,0.447906,0.0157008
618.388,0.448365,0.0157691
618.936,0.436546,0.0153865
619.485,0.453359,0.0155696
620.035,0.453404,0.0156631
620.585,0.443566,0.0155157
621.135,0.471576,0.015942
621.686,0.452954,0.0154897
622.238,0.430089,0.0150297
622.79,0.444231,0.0153644
623.342,0.435678,0.0151693
623.895,0.44904,0.0152022
624.449,0.456534,0.0152869
625.003,0.440039,0.0150639
625.557,0.422023,0.0148417
626.112,0.418918,0.0146674
626.668,0.423022,0.0146766
627.224,0.44332,0.0149017
627.78,0.438695,0.0149116
628.337,0.413824,0.0144765
628.894,0.421254,0.0145445
629.452,0.43186,0.0146023
630.011,0.428807,0.0146681
630.57,0.4156,0.0143711
631.129,0.42561,0.0144308
631.689,0.444705,0.014628
632.249,0.427795,0.014361
632.81,0.437098,0.0144833
633.372,0.428914,0.0143795
633.933,0.416885,0.0140643
634.496,0.403391,0.0139413
635.059,0.427579,0.0143556
635.622,0.434918,0.0143582
636.186,0.423653,0.0141615
636.75,0.418856,0.0141535
637.315,0.447902,0.0144575
637.881,0.417139,0.013922
638.446,0.408835,0.0138189
639.013,0.425882,0.0138921
639.58,0.394176,0.0135605
640.147,0.389121,0.0134118
640.715,0.427909,0.0140514
641.283,0.420488,0.0138397
641.852,0.41052,0.0136562
642.422,0.397242,0.0134382
642.992,0.431502,0.014104
643.562,0.405849,0.0135962
644.133,0.403814,0.0135501
644.704,0.409183,0.0135485
645.276,0.429248,0.0137489
645.849,0.418081,0.0135918
646.422,0.410222,0.0134496
646.995,0.409999,0.0135081
647.569,0.405226,0.0134241
648.144,0.415976,0.0135935
648.719,0.418329,0.013378
649.294,0.395917,0.013148
649.87,0.402438,0.0131907
650.447,0.411221,0.0133499
651.024,0.407158,0.0132286
651.601,0.401215,0.0131009
652.179,0.410586,0.0133144
652.758,0.394754,0.0131661
653.337,0.391247,0.0130639
653.916,0.409593,0.0133064
654.497,0.408422,0.013183
655.077,0.397561,0.0130817
655.658,0.405302,0.0131511
656.24,0.391025,0.0129494
656.822,0.394825,0.0129153
657.405,0.387728,0.0128742
657.988,0.378542,0.0126168
658.572,0.382824,0.0127836
659.156,0.380799,0.0127205
659.741,0.398761,0.0130499
660.326,0.401849,0.0129921
660.912,0.402121,0.0128573
661.498,0.390184,0.0127662
662.085,0.383815,0.0128322
662.672,0.4096,0.0130594
663.26,0.399781,0.0128805
663.849,0.398747,0.0128531
664.437,0.410339,0.0129227
665.027,0.398485,0.0127329
665.617,0.405183,0.0128719
666.207,0.40704,0.0129465
666.798,0.420431,0.0130297
667.39,0.415703,0.0130483
667.982,0.438246,0.0134336
668.575,0.444177,0.0133635
669.168,0.442427,0.0132699
669.761,0.44309,0.0132563
670.355,0.435883,0.0131308
670.95,0.429933,0.0130381
671.545,0.430098,0.0130303
672.141,0.443927,0.0132486
672.737,0.441504,0.0132141
673.334,0.439316,0.0131404
673.932,0.42985,0.0130069
674.529,0.434022,0.0130865
675.128,0.419782,0.0129115
675.727,0.431196,0.0129679
676.326,0.455035,0.0131463
676.926,0.423255,0.0127598
677.527,0.428248,0.0129406
678.128,0.443281,0.0130594
678.729,0.435347,0.0129727
679.331,0.459055,0.0132634
679.934,0.434885,0.0128315
680.537,0.40825,0.0124272
681.141,0.412252,0.0125124
681.745,0.439616,0.0128341
682.35,0.404767,0.012349
682.955,0.396377,0.0122574
683.561,0.436788,0.0128435
684.168,0.42999,0.0126448
684.775,0.431756,0.012788
685.382,0.436449,0.0127654
685.99,0.420836,0.0124893
686.599,0.42584,0.0125651
687.208,0.439,0.0127324
687.817,0.419509,0.0125583
688.428,0.405177,0.0122719
689.038,0.424364,0.0126071
689.65,0.409928,0.0123468
690.261,0.417268,0.0124699
690.874,0.43561,0.0127339
691.487,0.435421,0.0126872
692.1,0.44269,0.0126804
692.714,0.425525,0.0124635
693.329,0.448084,0.0127299
693.944,0.415573,0.0122842
694.559,0.410922,0.0123076
695.175,0.414069,0.012174
695.792,0.427101,0.0123808
696.409,0.432427,0.0123887
697.027,0.437639,0.0124604
697.646,0.422394,0.0122034
698.264,0.420432,0.012211
698.884,0.434613,0.0124014
699.504,0.414347,0.0121666
700.124,0.436964,0.0123368
700.746,0.443467,0.0124871
701.367,0.447052,0.0125014
701.989,0.449313,0.012573
702.612,0.45281,0.0125163
703.235,0.444634,0.0123586
703.859,0.464313,0.0125876
704.484,0.458075,0.0125592
705.109,0.439103,0.0123397
705.734,0.447101,0.0124124
706.36,0.464699,0.012585
706.987,0.466768,0.0126114
707.614,0.456532,0.012492
708.242,0.439054,0.0122133
708.87,0.449713,0.0124534
709.499,0.463054,0.0126064
710.128,0.455796,0.0123981
710.758,0.454169,0.0123685
711.389,0.441561,0.0122254
712.02,0.43836,0.0121481
712.652,0.425021,0.012023
713.284,0.435227,0.0120687
713.917,0.446623,0.0121763
714.55,0.452266,0.0122388
715.184,0.445258,0.0121814
715.818,0.453653,0.0122892
716.453,0.432853,0.012006
717.089,0.437777,0.0120314
717.725,0.428764,0.0118439
718.362,0.435852,0.0119747
718.999,0.425604,0.0117711
719.637,0.426262,0.0118521
720.275,0.440139,0.0120355
720.914,0.442548,0.0120002
721.554,0.418755,0.0116361
722.194,0.445215,0.0120314
722.835,0.415346,0.0116092
723.476,0.417624,0.0116566
724.118,0.438489,0.0119099
724.76,0.430752,0.0118468
725.403,0.439016,0.0118997
726.047,0.424171,0.0115817
726.691,0.420678,0.0116494
727.335,0.410951,0.0114395
727.981,0.421919,0.01157
728.626,0.434437,0.0117762
729.273,0.422819,0.0115969
729.92,0.394738,0.0112311
730.567,0.414133,0.0114619
731.215,0.416904,0.0114924
731.864,0.404464,0.0113207
732.513,0.421876,0.0114652
733.163,0.427563,0.0115226
733.814,0.435484,0.0116236
734.465,0.428149,0.0115202
735.116,0.437526,0.0116744
735.768,0.4302,0.0115365
736.421,0.448374,0.0117434
737.074,0.44838,0.0117363
737.728,0.444582,0.0116908
738.383,0.455155,0.0118441
739.038,0.447158,0.0116576
739.693,0.46162,0.011847
740.35,0.451257,0.0116555
741.006,0.442283,0.0115351
741.664,0.453931,0.0116879
742.322,0.457156,0.0117708
742.98,0.469911,0.011849
743.639,0.461284,0.0117364
744.299,0.46719,0.0118317
744.959,0.495468,0.0121659
745.62,0.474449,0.0119209
746.282,0.473452,0.0118232
746.944,0.461934,0.0116827
747.606,0.475679,0.0118008
748.269,0.477931,0.0118898
748.933,0.478946,0.0118566
749.598,0.481246,0.011888
750.263,0.474103,0.0118095
750.928,0.472078,0.0117242
751.594,0.469308,0.0117342
752.261,0.473589,0.0117516
752.929,0.475321,0.0117216
753.596,0.467607,0.0116588
754.265,0.468404,0.0116925
754.934,0.477829,0.0118268
755.604,0.466175,0.0115719
756.274,0.461477,0.0115657
756.945,0.472911,0.0116391
757.617,0.465506,0.0115076
758.289,0.459355,0.0114773
758.961,0.47234,0.0116155
759.635,0.453832,0.011354
760.309,0.464234,0.0114266
760.983,0.447756,0.0112358
761.658,0.45271,0.011281
762.334,0.466495,0.0114138
763.01,0.463309,0.0114309
763.687,0.468421,0.0114896
764.365,0.444926,0.0111435
765.043,0.450978,0.0112739
765.721,0.455574,0.0113345
766.401,0.481889,0.0115311
767.081,0.469214,0.0113558
767.761,0.447145,0.011151
768.442,0.444033,0.0111463
769.124,0.447632,0.0110939
769.806,0.436716,0.0109516
770.489,0.454371,0.0111973
771.173,0.434855,0.0109433
771.857,0.451647,0.0111071
772.541,0.454279,0.011141
773.227,0.464404,0.0112603
773.913,0.437745,0.0108712
774.599,0.433361,0.0107858
775.286,0.436234,0.0108491
775.974,0.443312,0.0109464
776.663,0.414711,0.0105602
777.352,0.437326,0.0108496
778.041,0.450173,0.011052
778.731,0.431851,0.0107877
779.422,0.448039,0.0108973
780.114,0.436322,0.0107973
780.806,0.442078,0.010859
781.498,0.438872,0.0108012
782.192,0.440886,0.0108487
782.886,0.43822,0.0107328
783.58,0.438971,0.0107488
784.275,0.453493,0.0109375
784.971,0.435668,0.010722
785.667,0.419716,0.0104927
786.364,0.451752,0.0108378
787.062,0.427005,0.0105194
787.76,0.427587,0.0105396
788.459,0.425428,0.0105605
789.159,0.446597,0.0107654
789.859,0.45428,0.0108826
790.559,0.441718,0.0107545
791.261,0.439458,0.010652
791.963,0.420167,0.0103918
792.665,0.437525,0.0105536
793.368,0.439571,0.0106299
794.072,0.438517,0.0105356
794.777,0.44375,0.0106614
795.482,0.43774,0.0105614
796.187,0.427157,0.0104596
796.894,0.415959,0.0102841
797.601,0.415638,0.0102314
798.308,0.425119,0.0103764
799.016,0.434236,0.0104507
799.725,0.433195,0.0104491
800.435,0.428408,0.0103689
